marka,motor_kodu,uretim_yillari,hacim_cc,guc_hp,tork_nm,yakit_tipi,silindir_konf,silindir_sayisi,blok_malzemesi,turbo,kompresyon_orani,tavsiye_edilen_yag,yag_kapasitesi_l,motor_omru_km,agirlik_kg,euro_standardi
Volvo,B5254T3,2004-2008,2522.0,220.0,320.0,Benzin,Sıra (Inline),5.0,Alüminyum,Evet,9.0,5w-30,5.8,280000.0,,euro 4
Volvo,B5254T6,2006-2009,2522.0,200.0,300.0,Benzin,Sıra (Inline),5.0,Alüminyum,Evet,9.0,5w-30,5.5,320000.0,,euro 4
Mitsubishi,4N15,since 2015,2442.0,167.5,405.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,15.5,5w-30,8.4,300000.0,163.0,euro 5
Volkswagen,BLS,2005-2010,1896.0,105.0,250.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.0,5w-40,4.3,300000.0,,euro 4
Volkswagen,BKC,2005-2010,1896.0,105.0,250.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.0,5w-40,3.8,320000.0,,euro 3/4
Volkswagen,BXE,2006-2010,1896.0,105.0,250.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.5,5w-40,3.8,275000.0,,euro 3/4
Audi,CFGB,2009-2015,1968.0,170.0,350.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,4.3,300000.0,165.0,euro 5
Audi,CCGA,2008-2012,5934.0,500.0,1000.0,Dizel,V,12.0,Dökme Demir,Evet,16.0,"5w-30, 5w-40",13.0,500000.0,360.0,euro 5
Fiat,199A2000,2005-2016,1248.0,75.0,190.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.6,5w-40,3.0,250000.0,140.0,euro 4/5
Fiat,199A3000,2005-2018,1248.0,90.0,200.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.6,5w-40,3.2,230000.0,140.0,euro 4
Fiat,186A9000,2005-2010,1910.0,120.0,210.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.0,5w-40,4.5,380000.0,181.0,euro 4
Fiat,192A8000,2004-2008,1910.0,120.0,255.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.0,5w-40,4.7,350000.0,181.0,euro 4
Fiat,939A3000,2005-2010,2387.0,200.0,400.0,Dizel,Sıra (Inline),5.0,Dökme Demir,Evet,17.0,5w-40,5.4,300000.0,215.0,euro 4
Volkswagen,AAZ,1991-1998,1896.0,75.0,145.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,22.5,5w-30,4.3,450000.0,,euro 1/2
Volkswagen,1Z,1991-1997,1896.0,90.0,202.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,4.3,450000.0,,euro 2
Audi,CN,1978-1988,1986.0,69.0,123.0,Dizel,Sıra (Inline),5.0,Dökme Demir,Hayır (Atmosferik),23.0,5w-40,5.0,300000.0,,euro 1
Audi,AAS,1991-1994,2370.0,82.0,164.0,Dizel,Sıra (Inline),5.0,Dökme Demir,Hayır (Atmosferik),23.0,5w-40,5.0,380000.0,,euro 1
Audi,AAT,1991-1997,2460.0,115.0,265.0,Dizel,Sıra (Inline),5.0,Dökme Demir,Evet,20.5,5w-40,5.2,550000.0,,euro 2
Audi,1T,1989-1991,2460.0,120.0,265.0,Dizel,Sıra (Inline),5.0,Dökme Demir,Evet,20.5,5w-40,5.2,500000.0,,euro 1
Volkswagen,AHF,1997-2000,1896.0,110.0,235.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,4.3,400000.0,150.0,euro 2
Volkswagen,ALH,1997-2010,1896.0,90.0,210.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,4.3,440000.0,,euro 2/3
Volkswagen,ASZ,2000-2005,1896.0,130.0,310.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.0,5w-40,4.3,300000.0,,euro 3/4
Volkswagen,BMM,2004-2010,1968.0,140.0,320.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.5,5w-30,4.3,280000.0,178.0,euro 4
Volkswagen,BKD,2003-2011,1968.0,140.0,320.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.0,5w-30,4.3,300000.0,180.0,euro 3/4
Volkswagen,CAYC,2009-2015,1598.0,105.0,250.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,4.3,250000.0,165.0,euro 5
Volkswagen,AFN,1996-2000,1896.0,110.0,235.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,4.3,400000.0,,euro 2
Volkswagen,AHU,1996-2001,1896.0,90.0,202.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,4.3,430000.0,,euro 2
Audi,AVG,1999-2001,1896.0,110.0,235.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,4.3,420000.0,,euro 2
Audi,AJM,1998-2001,1896.0,115.0,285.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.0,5w-40,3.6,300000.0,,euro 3
Audi,AWX,2000-2008,1896.0,130.0,285.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.0,5w-40,3.8,300000.0,,euro 3
Volkswagen,AVF,2000-2008,1896.0,130.0,310.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.0,5w-40,3.6,310000.0,,euro 3
Audi,BRE,2004-2008,1968.0,140.0,320.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.0,5w-30,4.3,275000.0,180.0,euro 4
Audi,AFB,1997-1999,2496.0,150.0,310.0,Dizel,V,6.0,Dökme Demir,Evet,19.5,5w-30,6.0,250000.0,,euro 2
Audi,CAGA,2007-2013,1968.0,143.0,320.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,4.6,350000.0,165.0,euro 5
Audi,CDUC,2010-2015,2967.0,245.0,500.0,Dizel,V,6.0,Dökme Demir,Evet,16.8,5w-30,8.0,320000.0,195.0,euro 5
BMW,B37 (C15/D15),since 2014,1496.0,105.5,245.0,Dizel,Sıra (Inline),3.0,Alüminyum,Evet,16.5,,,300000.0,,euro 6
BMW,N47D20,since 2007,1995.0,,,Dizel,Sıra (Inline),4.0,Alüminyum,Bilinmiyor,,5w-30,5.2,250000.0,,euro 5/6
BMW,N47D16,since 2007,1598.0,105.5,247.5,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.5,5w-30,5.2,200000.0,,euro 5/6
BMW,M73B54,1994-2002,5379.0,326.0,490.0,Benzin,V,12.0,Alüminyum,Hayır (Atmosferik),10.0,5w-40,8.5,350000.0,,euro 3
Volkswagen,CBAB,2007-2015,1968.0,140.0,320.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,"5w-30, 5w-40",4.7,400000.0,165.0,euro 4/5
Hyundai,G6CT,1990-2006,2972.0,195.0,265.0,Benzin,V,6.0,Dökme Demir,Hayır (Atmosferik),10.0,5w-40,4.6,250000.0,191.9,euro 2/3
Hyundai,G6AU,1994-1999,3497.0,225.0,305.0,Benzin,V,6.0,Dökme Demir,Hayır (Atmosferik),10.0,5w-40,4.3,200000.0,199.0,euro 2
Hyundai,G4CP,1988-2003,1997.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,10w-40,4.0,300000.0,154.5,euro 1/2
Hyundai,G4CS,1986-2007,2351.0,115.0,190.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.5,10w-40,4.3,300000.0,159.7,euro 1/2
Hyundai,G4KK,2011-2017,2359.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),13.0,5w-30,4.6,270000.0,,euro 5
Hyundai,G4DJ,1985-1995,1468.0,81.0,122.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.4,10w-40,3.3,200000.0,115.0,euro 1/2
Opel,X16SZR,1995-2000,1598.0,75.0,128.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-30,3.5,350000.0,100.0,euro 2
Opel,X18XE1,1998-2000,1796.0,116.0,170.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,5w-30,4.25,320000.0,145.0,euro 2
Opel,X22SE,1998-2000,2198.0,136.0,202.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-30,4.75,400000.0,140.0,euro 2
Fiat,312A2000,since 2010,875.0,85.0,145.0,Benzin,Sıra (Inline),2.0,Dökme Demir,Evet,10.0,0w-30,3.2,200000.0,85.0,euro 5/6
Fiat,199B1000,since 2009,1248.0,95.0,200.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.8,5w-30,3.2,270000.0,140.0,euro 5/6
Fiat,250A1000,since 2010,1956.0,115.0,280.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,5.7,300000.0,185.0,euro 5/6
Fiat,198A2000,2008-2015,1598.0,120.0,310.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,4.6,250000.0,175.0,euro 5
Fiat,198A3000,2008-2018,1598.0,105.0,290.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,4.9,270000.0,175.0,euro 5
Volkswagen,AUY,2000-2006,1896.0,115.0,310.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.0,5w-40,4.3,330000.0,,euro 3
Peugeot,DW12TED4,2000-2006,2179.0,130.5,315.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,18.0,"5w-40, 5w-30",5.25,400000.0,215.0,euro 3/4
Peugeot,DW12UTED,2002-2006,2179.0,100.0,250.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.5,5w-30,6.5,500000.0,200.0,euro 3
Mitsubishi,6B31,since 2006,2998.0,225.0,283.5,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),9.5,5w-30,4.5,300000.0,170.0,euro 4
Peugeot,DW10FDTED4,since 2013,1997.0,150.0,370.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.7,5w-30,6.1,320000.0,175.0,euro 5/6
Peugeot,DW10FCTED4,since 2014,1997.0,177.5,400.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.7,5w-30,5.1,300000.0,180.0,euro 5/6
Peugeot,EW10D,2001-2004,1997.0,140.0,192.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.4,5w-40,4.25,250000.0,140.0,euro 4
Peugeot,ES9J4S,2000-2005,2946.0,207.0,285.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.9,5w-30,5.25,350000.0,195.0,euro 3/4
Peugeot,DW10CTED4,2009-2015,1997.0,163.0,340.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),16.0,5w-30,,350000.0,180.0,euro 5
Peugeot,DW10ATED4,2000-2006,1997.0,108.0,270.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.6,5w-40,4.75,350000.0,170.0,euro 3/4
Peugeot,EW10A,since 2005,1997.0,142.5,190.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,5.0,330000.0,135.0,euro 4
Fiat,263A1000,since 2009,1956.0,135.0,320.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.5,5w-30,4.9,280000.0,185.0,euro 5/6
Volvo,B4164T,2010-2016,1596.0,180.0,240.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,5w-30,4.1,200000.0,,euro 5
Renault,G8T,1993-2002,2188.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,"5w-40, 10w-40",7.5,500000.0,218.0,euro 1/2
Volvo,D5244T4,2005-2010,2400.0,185.0,400.0,Dizel,Sıra (Inline),5.0,Alüminyum,Evet,17.3,0w-30,5.7,350000.0,,euro 4
Toyota,2NR-FE,since 2010,1496.0,,,,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),,5w-20,3.4,200000.0,98.0,
Geely,GW4D20M,since 2019,1996.0,155.0,400.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.3,5w-30,5.5,250000.0,210.0,euro 5/6
Toyota,2Y,1982-1997,1812.0,87.5,147.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.8,5w-30,3.5,275000.0,145.0,euro 0
Toyota,3Y,1982-1991,1998.0,92.5,160.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.8,5w-30,3.5,300000.0,150.0,euro 0
Toyota,3Y-E,1984-1997,1998.0,97.0,160.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.8,5w-30,3.5,340000.0,150.0,euro 2
Toyota,3Y-EU,1983-1996,1998.0,105.0,170.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.0,5w-30,3.5,330000.0,150.0,euro 2
Toyota,4Y,1985-1997,2237.0,92.5,180.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.8,5w-30,3.5,320000.0,155.0,euro 0
Peugeot,XUD7TE,1987-1995,1769.0,91.0,180.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,22.0,5w-40,5.0,350000.0,150.0,euro 1
Hyundai,G4LD,since 2016,1353.0,135.0,227.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,"0w-30, 5w-30",4.5,250000.0,92.0,euro 5/6
Hyundai,G4LE,since 2016,1579.0,105.0,148.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),13.0,5w-30,3.8,300000.0,,euro 6
Hyundai,G4NB,2010-2016,1797.0,150.0,178.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.3,"5w-20, 5w-30",4.5,300000.0,112.0,euro 4/5
Hyundai,G4ND,since 2011,1999.0,161.0,200.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.3,"5w-20, 5w-30",4.8,300000.0,124.0,euro 5/6
Hyundai,G4NH,since 2016,1999.0,149.0,180.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),12.5,5w-30,4.0,250000.0,115.0,euro 5/6
Hyundai,G4NL,since 2019,1999.0,150.0,191.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.8,"0w-20, 5w-30",4.8,200000.0,114.0,euro 5/6
Hyundai,G4DG,1985-1995,1298.0,70.0,110.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.7,10w-40,3.3,200000.0,112.0,euro 1/2
Hyundai,G6DE,since 2012,2999.0,250.0,284.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.6,5w-30,5.2,350000.0,207.0,euro 4/5
Hyundai,G6DG,2011-2019,2999.0,260.0,305.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,6.9,320000.0,210.0,euro 5
Hyundai,G6DL,2016-2021,2999.0,267.5,312.5,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,6.5,300000.0,210.0,euro 6
Hyundai,G6DB,2004-2011,3342.0,246.0,310.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.4,"5w-30, 5w-40",6.0,300000.0,212.0,euro 3/4
Hyundai,G6DH,2011-2020,3342.0,291.0,342.5,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),11.5,5w-30,6.5,300000.0,216.0,euro 5
Hyundai,G6DM,since 2016,3342.0,,341.5,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),12.0,5w-30,6.9,300000.0,216.0,euro 5/6
Hyundai,G6DC,since 2009,3470.0,270.0,336.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.6,5w-30,5.7,350000.0,205.0,euro 5
Hyundai,G6DA,2004-2016,3778.0,262.0,356.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.4,"5w-30, 5w-40",6.0,300000.0,215.0,euro 3/4
Hyundai,G6EA,2005-2013,2656.0,192.5,250.0,Benzin,V,6.0,Dökme Demir,Hayır (Atmosferik),10.4,"5w-30, 5w-40",5.5,350000.0,154.0,euro 4
Hyundai,G4KJ,since 2009,2359.0,190.5,241.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.3,"5w-20, 5w-30",5.8,300000.0,128.4,euro 5/6
Hyundai,G3LC,since 2015,998.0,110.0,172.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,10.0,5w-30,3.9,220000.0,75.6,euro 5/6
Hyundai,G4LA,since 2008,1248.0,,,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",4.2,300000.0,82.0,
Hyundai,D3FA,2005-2019,1120.0,75.0,,Dizel,Sıra (Inline),3.0,Dökme Demir,Evet,,"0w-30, 5w-30",5.7,300000.0,140.4,
Hyundai,G4LH,since 2020,1482.0,155.0,253.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.5,5w-30,4.5,220000.0,91.0,euro 6
Hyundai,G4NC,since 2011,1999.0,163.5,202.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.5,"5w-20, 5w-30",4.6,300000.0,120.0,euro 5/6
Hyundai,G4KH,since 2010,1998.0,260.0,359.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,9.5,"5w-20, 5w-30",6.1,200000.0,135.5,euro 5/6
Hyundai,D4FE,since 2017,1598.0,126.0,300.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,15.9,5w-30,4.4,250000.0,148.5,euro 6d
Hyundai,G4KD,2008-2014,1998.0,155.0,195.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",4.5,300000.0,124.2,euro 4/5
Hyundai,D4HA,since 2009,1995.0,160.0,360.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.0,"5w-30, 5w-40",8.8,400000.0,214.9,euro 5/6
Hyundai,D4FD,2010-2019,1685.0,,,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,,"0w-30, 5w-30",5.7,350000.0,167.7,
Hyundai,G6DF,2012-2020,3342.0,270.0,318.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.4,5w-30,6.5,350000.0,212.0,euro 5
Hyundai,G6DU,since 2020,3470.0,261.0,331.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.6,5w-30,6.1,300000.0,202.0,euro 5/6
Hyundai,G4JP,1998-2011,1997.0,135.0,180.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.0,"5w-30, 5w-40",4.5,450000.0,150.8,euro 2/3
Hyundai,G4KP,since 2020,2497.0,287.0,422.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,10.0,0w-30,6.2,200000.0,,euro 5/6
Hyundai,D4EB,2005-2010,2188.0,152.5,339.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.3,"5w-30, 5w-40",6.5,400000.0,201.4,euro 4
Hyundai,D4HB,since 2009,2199.0,175.0,426.5,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.0,"5w-30, 5w-40",7.4,450000.0,215.5,euro 5/6
Hyundai,D4HE,since 2020,2151.0,202.0,441.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.0,5w-30,5.6,350000.0,195.4,euro 5/6
Hyundai,G4NE,2012-2015,1999.0,150.0,180.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),12.5,5w-30,4.3,250000.0,,euro 5
Hyundai,G4NG,2015-2020,1999.0,154.0,190.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),13.5,5w-30,4.3,250000.0,,euro 6
Hyundai,G4CN,1992-1998,1836.0,126.0,165.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.2,10w-40,3.7,300000.0,150.8,euro 1/2
Hyundai,G4CM,1988-1998,1795.0,95.0,140.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),8.8,10w-40,3.7,300000.0,149.1,euro 1/2
Hyundai,G4JN,1998-2005,1836.0,130.0,175.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),10.5,10w-40,3.7,300000.0,148.2,euro 2/3
Hyundai,G4KA,2005-2013,1998.0,147.5,190.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,"5w-30, 5w-40",4.7,350000.0,134.3,euro 3/4
Mitsubishi,4G32,1969-1992,1597.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Bilinmiyor,,5w-40,3.5,300000.0,130.0,
Hyundai,D4HD,since 2020,1998.0,186.0,417.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.0,5w-30,5.6,300000.0,194.5,euro 5/6
Hyundai,D4FA,2005-2011,1493.0,94.5,202.5,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,17.8,"0w-30, 5w-30",5.7,350000.0,157.1,euro 3/4
Hyundai,G4KN,since 2019,2497.0,194.0,246.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),13.0,5w-30,6.0,250000.0,,euro 5
Hyundai,G4HC,1997-2003,999.0,,,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),,5w-40,3.1,200000.0,83.9,
Hyundai,G4HD,2002-2014,1086.0,60.5,91.5,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.6,5w-40,3.1,250000.0,84.0,euro 3
Hyundai,D6EB,since 2011,2959.0,255.0,515.0,Dizel,V,6.0,Dökme Demir,Evet,17.3,5w-40,7.4,360000.0,299.5,euro 5/6
Nissan,VQ23DE,,2349.0,173.0,225.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),9.8,5w-30,4.0,320000.0,180.0,euro 3/4
Nissan,VQ25DET,2001-2004,2495.0,280.0,410.0,Benzin,V,6.0,Alüminyum,Evet,8.5,5w-30,4.0,300000.0,220.0,euro 3/4
Nissan,VG30DETT,1989-2000,2960.0,290.0,384.0,Benzin,V,6.0,Dökme Demir,Evet,8.5,5w-30,3.4,350000.0,245.0,euro 2/3
Nissan,VG30i,1985-1989,2960.0,135.0,215.0,Benzin,V,6.0,Dökme Demir,Hayır (Atmosferik),9.0,5w-30,3.9,380000.0,220.0,euro 1/2
Nissan,VG30ET,1983-1991,2960.0,212.5,320.0,Benzin,V,6.0,Dökme Demir,Evet,7.8,5w-30,3.9,360000.0,225.0,euro 1/2
Land Rover,300Tdi,1994-2006,2495.0,116.5,282.5,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,6.7,320000.0,,euro 1
Land Rover,200Tdi,1989-1994,2495.0,109.0,265.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,19.5,5w-40,6.7,350000.0,,euro 1
Peugeot,ES9A,2005-2009,2946.0,211.0,290.0,Benzin,V,6.0,Alüminyum,Hayır (Atmosferik),10.9,5w-30,4.75,360000.0,195.0,euro 4
Peugeot,DK5ATE,1994-2000,2446.0,129.0,285.0,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,22.0,5w-40,8.0,300000.0,260.0,euro 1/2
Peugeot,DV4C,2009-2015,1399.0,68.0,160.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,17.9,5w-30,3.75,300000.0,120.0,euro 4/5
Hyundai,G4KM,since 2019,2497.0,180.0,232.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,5.9,250000.0,,euro 5
Hyundai,D4CB,since 2001,2497.0,146.5,377.5,Dizel,Sıra (Inline),4.0,Dökme Demir,Evet,16.4,"5w-30, 5w-40",8.2,350000.0,263.2,euro 3/4/5
Hyundai,G3LB,2012-2020,998.0,106.0,137.0,Benzin,Sıra (Inline),3.0,Alüminyum,Evet,9.5,5w-30,3.8,230000.0,74.2,euro 5
Hyundai,G3LA,since 2011,998.0,67.0,95.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,3.2,280000.0,71.4,euro 5
BMW,M51D25,1991-2001,2497.0,,,Dizel,Sıra (Inline),6.0,Dökme Demir,Bilinmiyor,22.0,5w-40,,350000.0,,
Volvo,B4164S3,2005-2011,1596.0,100.0,150.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),11.0,5w-30,4.1,320000.0,,euro 4
Volvo,B4184S11,2004-2009,1798.0,125.0,165.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.8,5w-30,4.3,330000.0,,euro 4
Volvo,B4204S3,2006-2012,1999.0,145.0,187.5,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),10.8,5w-30,4.3,350000.0,,euro 4
Volvo,D4162T,2010-2016,1560.0,114.0,270.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.0,5w-30,3.9,400000.0,,euro 5
Volvo,D4204T8,2015-2019,1969.0,120.0,280.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,16.0,0w-20,5.2,300000.0,,euro 5/6
Volvo,B6304T2,2007-2010,2953.0,285.0,400.0,Benzin,Sıra (Inline),6.0,Alüminyum,Evet,9.3,0w-30,7.4,300000.0,190.0,euro 4
Volvo,B6304T4,2010-2016,2953.0,304.0,440.0,Benzin,Sıra (Inline),6.0,Alüminyum,Evet,9.3,0w-30,6.8,280000.0,190.0,euro 5
Volvo,B6324S5,2010-2016,3192.0,243.0,320.0,Benzin,Sıra (Inline),6.0,Alüminyum,Hayır (Atmosferik),10.8,5w-30,6.8,360000.0,175.0,euro 5
Toyota,2UR-GSE,since 2007,4969.0,446.5,521.5,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),11.8,5w-30,8.6,300000.0,224.0,euro 5
Toyota,2AD-FTV,2005-2018,2231.0,143.0,335.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,15.7,"0w-30, 5w-30",6.5,250000.0,190.0,euro 4/5
Toyota,2AD-FHV,2005-2015,2231.0,173.5,390.0,Dizel,Sıra (Inline),4.0,Alüminyum,Evet,15.7,"0w-30, 5w-30",6.5,250000.0,195.0,euro 5
Toyota,2UR-FSE,since 2007,4969.0,394.0,520.0,Benzin,V,8.0,Alüminyum,Hayır (Atmosferik),10.5,5w-30,8.6,500000.0,236.0,euro 4/5
Toyota,T24A-FTS,since 2021,2393.0,275.0,425.0,Benzin,Sıra (Inline),4.0,Alüminyum,Evet,11.0,0w-20,5.3,250000.0,,euro 6
Toyota,M15A-FKS,since 2019,1490.0,122.5,149.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),14.0,0w-20,3.6,250000.0,85.1,euro 6
Toyota,M15A-FXE,since 2019,1490.0,91.0,120.0,Benzin,Sıra (Inline),3.0,Alüminyum,Hayır (Atmosferik),14.0,0w-20,3.6,250000.0,87.3,euro 6
Toyota,M20A-FXS,since 2018,1986.0,150.0,190.0,Benzin,Sıra (Inline),4.0,Alüminyum,Hayır (Atmosferik),14.0,0w-20,4.3,250000.0,112.3,euro 6
Toyota,1E,1984-1994,999.0,55.0,75.0,Benzin,Sıra (Inline),4.0,Dökme Demir,Hayır (Atmosferik),9.0,5w-30,3.2,200000.0,90.0,euro 0
